Package,Version,License,Status,Reason,Repository,Publisher
chai,6.2.2,MIT,OK,permissive,https://github.com/chaijs/chai,Jake Luer
chalk,4.1.2,MIT,OK,permissive,https://github.com/chalk/chalk,
chokidar,4.0.3,MIT,OK,permissive,https://github.com/paulmillr/chokidar,Paul Miller
cli-cursor,3.1.0,MIT,OK,permissive,https://github.com/sindresorhus/cli-cursor,Sindre Sorhus
cli-spinners,2.9.2,MIT,OK,permissive,https://github.com/sindresorhus/cli-spinners,Sindre Sorhus
cliui,9.0.1,ISC,OK,permissive,https://github.com/yargs/cliui,Ben Coe
clone,1.0.4,MIT,OK,permissive,https://github.com/pvorb/node-clone,Paul Vorbach
clsx,2.1.1,MIT,OK,permissive,https://github.com/lukeed/clsx,Luke Edwards
color-convert,2.0.1,MIT,OK,permissive,https://github.com/Qix-/color-convert,Heather Arthur
color-name,1.1.4,MIT,OK,permissive,https://github.com/colorjs/color-name,DY
combined-stream,1.0.8,MIT,OK,permissive,https://github.com/felixge/node-combined-stream,Felix Geisendörfer
commander,12.1.0,MIT,OK,permissive,https://github.com/tj/commander.js,TJ Holowaychuk
commander,7.2.0,MIT,OK,permissive,https://github.com/tj/commander.js,TJ Holowaychuk
commondir,1.0.1,MIT,OK,permissive,https://github.com/substack/node-commondir,James Halliday
cookie,0.7.2,MIT,OK,permissive,https://github.com/jshttp/cookie,Roman Shtylman
core-js,3.50.0,MIT,OK,permissive,https://github.com/zloirock/core-js,Denis Pushkarev
cross-spawn,7.0.6,MIT,OK,permissive,https://github.com/moxystudio/node-cross-spawn,André Cruz
css-tree,3.2.1,MIT,OK,permissive,https://github.com/csstree/csstree,Roman Dvornov
css.escape,1.5.1,MIT,OK,permissive,https://github.com/mathiasbynens/CSS.escape,Mathias Bynens
cssesc,3.0.0,MIT,OK,permissive,https://github.com/mathiasbynens/cssesc,Mathias Bynens
custom-event-polyfill,1.0.7,MIT,OK,permissive,https://github.com/kumarharsh/custom-event-polyfill,Evan Krambuhl
data-urls,7.0.0,MIT,OK,permissive,https://github.com/jsdom/data-urls,Domenic Denicola
date-fns,4.4.0,MIT,OK,permissive,https://github.com/date-fns/date-fns,
debug,4.4.3,MIT,OK,permissive,https://github.com/debug-js/debug,Josh Junon
decimal.js,10.6.0,MIT,OK,permissive,https://github.com/MikeMcl/decimal.js,Michael Mclaughlin
deep-extend,0.6.0,MIT,OK,permissive,https://github.com/unclechu/node-deep-extend,Viacheslav Lotsmanov
deep-is,0.1.4,MIT,OK,permissive,https://github.com/thlorenz/deep-is,Thorsten Lorenz
deepmerge,4.3.1,MIT,OK,permissive,https://github.com/TehShrike/deepmerge,
default-browser-id,5.0.1,MIT,OK,permissive,https://github.com/sindresorhus/default-browser-id,Sindre Sorhus
default-browser,5.5.1,MIT,OK,permissive,https://github.com/sindresorhus/default-browser,Sindre Sorhus
defaults,1.0.4,MIT,OK,permissive,https://github.com/sindresorhus/node-defaults,Elijah Insua
define-lazy-prop,3.0.0,MIT,OK,permissive,https://github.com/sindresorhus/define-lazy-prop,Sindre Sorhus
delayed-stream,1.0.0,MIT,OK,permissive,https://github.com/felixge/node-delayed-stream,Felix Geisendörfer
dependency-tree,11.5.0,MIT,OK,permissive,https://github.com/dependents/node-dependency-tree,Joel Kemp
dequal,2.0.3,MIT,OK,permissive,https://github.com/lukeed/dequal,Luke Edwards
detect-libc,2.1.2,Apache-2.0,OK,permissive,https://github.com/lovell/detect-libc,Lovell Fuller
detective-amd,6.1.0,MIT,OK,permissive,https://github.com/dependents/node-detective-amd,Joel Kemp
detective-cjs,6.1.1,MIT,OK,permissive,https://github.com/dependents/node-detective-cjs,Joel Kemp
detective-es6,5.0.2,MIT,OK,permissive,https://github.com/dependents/node-detective-es6,Joel Kemp
detective-postcss,8.0.4,MIT,OK,permissive,https://github.com/dependents/node-detective-postcss,Joscha Feth
detective-sass,6.0.2,MIT,OK,permissive,https://github.com/dependents/node-detective-sass,Joel Kemp
detective-scss,5.0.2,MIT,OK,permissive,https://github.com/dependents/node-detective-scss,Joel Kemp
detective-stylus,5.0.1,MIT,OK,permissive,https://github.com/dependents/node-detective-stylus,Joel Kemp
detective-typescript,14.1.2,MIT,OK,permissive,https://github.com/dependents/detective-typescript,Patrik Henningsson
detective-vue2,2.3.0,MIT,OK,permissive,https://github.com/dependents/detective-vue2,Havunen
devalue,5.9.4,MIT,OK,permissive,https://github.com/sveltejs/devalue,
dom-accessibility-api,0.5.16,MIT,OK,permissive,https://github.com/eps1lon/dom-accessibility-api,
dom-accessibility-api,0.6.3,MIT,OK,permissive,https://github.com/eps1lon/dom-accessibility-api,
dompurify,3.4.16,(MPL-2.0 OR Apache-2.0),OK,satisfied by an OR'd permissive option: (MPL-2.0 OR Apache-2.0),https://github.com/cure53/DOMPurify,"Dr.-Ing. Mario Heiderich, Cure53"
dunder-proto,1.0.1,MIT,OK,permissive,https://github.com/es-shims/dunder-proto,Jordan Harband
emoji-regex,10.6.0,MIT,OK,permissive,https://github.com/mathiasbynens/emoji-regex,Mathias Bynens
enhanced-resolve,5.25.1,MIT,OK,permissive,https://github.com/webpack/enhanced-resolve,Tobias Koppers @sokra
entities,7.0.1,BSD-2-Clause,OK,permissive,https://github.com/fb55/entities,Felix Boehm
entities,8.1.0,BSD-2-Clause,OK,permissive,https://github.com/fb55/entities,Felix Boehm
es-define-property,1.0.1,MIT,OK,permissive,https://github.com/ljharb/es-define-property,Jordan Harband
es-errors,1.3.0,MIT,OK,permissive,https://github.com/ljharb/es-errors,Jordan Harband
es-module-lexer,2.3.2,MIT,OK,permissive,https://github.com/guybedford/es-module-lexer,Guy Bedford
es-object-atoms,1.1.2,MIT,OK,permissive,https://github.com/ljharb/es-object-atoms,Jordan Harband
es-set-tostringtag,2.1.0,MIT,OK,permissive,https://github.com/es-shims/es-set-tostringtag,Jordan Harband
escalade,3.2.0,MIT,OK,permissive,https://github.com/lukeed/escalade,Luke Edwards
escape-string-regexp,4.0.0,MIT,OK,permissive,https://github.com/sindresorhus/escape-string-regexp,Sindre Sorhus
escodegen,2.1.0,BSD-2-Clause,OK,permissive,https://github.com/estools/escodegen,
eslint-config-prettier,10.1.8,MIT,OK,permissive,https://github.com/prettier/eslint-config-prettier,Simon Lydell
eslint-plugin-svelte,3.23.0,MIT,OK,permissive,https://github.com/sveltejs/eslint-plugin-svelte,Yosuke Ota
eslint-scope,8.4.0,BSD-2-Clause,OK,permissive,https://github.com/eslint/js,
eslint-scope,9.1.2,BSD-2-Clause,OK,permissive,https://github.com/eslint/js,
eslint-visitor-keys,3.4.3,Apache-2.0,OK,permissive,https://github.com/eslint/eslint-visitor-keys,Toru Nagashima
eslint-visitor-keys,4.2.1,Apache-2.0,OK,permissive,https://github.com/eslint/js,Toru Nagashima
eslint-visitor-keys,5.0.1,Apache-2.0,OK,permissive,https://github.com/eslint/js,Toru Nagashima
eslint,10.11.0,MIT,OK,permissive,https://github.com/eslint/eslint,Nicholas C. Zakas
esm-env,1.2.2,MIT,OK,permissive,https://github.com/benmccann/esm-env,Ben McCann
espree,10.4.0,BSD-2-Clause,OK,permissive,https://github.com/eslint/js,Nicholas C. Zakas
espree,11.2.0,BSD-2-Clause,OK,permissive,https://github.com/eslint/js,Nicholas C. Zakas
esprima,4.0.1,BSD-2-Clause,OK,permissive,https://github.com/jquery/esprima,Ariya Hidayat
esquery,1.7.0,BSD-3-Clause,OK,permissive,https://github.com/estools/esquery,Joel Feenstra
esrap,2.3.11,MIT,OK,permissive,https://github.com/sveltejs/esrap,
esrecurse,4.3.0,BSD-2-Clause,OK,permissive,https://github.com/estools/esrecurse,
estraverse,5.3.0,BSD-2-Clause,OK,permissive,https://github.com/estools/estraverse,
estree-walker,2.0.2,MIT,OK,permissive,https://github.com/Rich-Harris/estree-walker,Rich Harris
estree-walker,3.0.3,MIT,OK,permissive,https://github.com/Rich-Harris/estree-walker,Rich Harris
esutils,2.0.3,BSD-2-Clause,OK,permissive,https://github.com/estools/esutils,
expect-type,1.4.0,Apache-2.0,OK,permissive,https://github.com/mmkal/expect-type,
fast-deep-equal,3.1.3,MIT,OK,permissive,https://github.com/epoberezkin/fast-deep-equal,Evgeny Poberezkin
fast-json-stable-stringify,2.1.0,MIT,OK,permissive,https://github.com/epoberezkin/fast-json-stable-stringify,James Halliday
fast-levenshtein,2.0.6,MIT,OK,permissive,https://github.com/hiddentao/fast-levenshtein,Ramesh Nair
fd-package-json,2.0.0,MIT,OK,permissive,https://github.com/es-tooling/fd-package-json,James Garbutt
fdir,6.5.0,MIT,OK,permissive,https://github.com/thecodrr/fdir,thecodrr
file-entry-cache,11.1.5,MIT,OK,permissive,https://github.com/jaredwray/cacheable,Jared Wray
filing-cabinet,5.5.1,MIT,OK,permissive,https://github.com/dependents/node-filing-cabinet,Joel Kemp
find-up,5.0.0,MIT,OK,permissive,https://github.com/sindresorhus/find-up,Sindre Sorhus
flat-cache,6.1.23,MIT,OK,permissive,https://github.com/jaredwray/cacheable,Jared Wray
flatted,3.4.4,ISC,OK,permissive,https://github.com/WebReflection/flatted,Andrea Giammarchi
follow-redirects,1.16.0,MIT,OK,permissive,https://github.com/follow-redirects/follow-redirects,Ruben Verborgh
form-data,4.0.6,MIT,OK,permissive,https://github.com/form-data/form-data,Felix Geisendörfer
formatly,0.7.1,MIT,OK,permissive,https://github.com/JoshuaKGoldberg/formatly,Josh Goldberg ✨
function-bind,1.1.2,MIT,OK,permissive,https://github.com/Raynos/function-bind,Raynos
fuse.js,7.5.0,Apache-2.0,OK,permissive,https://github.com/krisk/Fuse,Kiro Risk
get-amd-module-type,6.0.2,MIT,OK,permissive,https://github.com/dependents/node-get-amd-module-type,Joel Kemp
get-caller-file,2.0.5,ISC,OK,permissive,https://github.com/stefanpenner/get-caller-file,Stefan Penner
get-east-asian-width,1.7.0,MIT,OK,permissive,https://github.com/sindresorhus/get-east-asian-width,Sindre Sorhus
get-intrinsic,1.3.0,MIT,OK,permissive,https://github.com/ljharb/get-intrinsic,Jordan Harband
get-own-enumerable-property-symbols,3.0.2,ISC,OK,permissive,https://github.com/mightyiam/get-own-enumerable-property-symbols,Shahar Or
get-proto,1.0.1,MIT,OK,permissive,https://github.com/ljharb/get-proto,Jordan Harband
get-tsconfig,4.14.3,MIT,OK,permissive,https://github.com/privatenumber/get-tsconfig,Hiroki Osame
glob-parent,6.0.2,ISC,OK,permissive,https://github.com/gulpjs/glob-parent,Gulp Team
globals,16.5.0,MIT,OK,permissive,https://github.com/sindresorhus/globals,Sindre Sorhus
globals,17.12.0,MIT,OK,permissive,https://github.com/sindresorhus/globals,Sindre Sorhus
gonzales-pe,4.3.0,MIT,OK,permissive,https://github.com/tonyganch/gonzales-pe,Tony Ganch
gopd,1.2.0,MIT,OK,permissive,https://github.com/ljharb/gopd,Jordan Harband
graceful-fs,4.2.11,ISC,OK,permissive,https://github.com/isaacs/node-graceful-fs,
has-flag,4.0.0,MIT,OK,permissive,https://github.com/sindresorhus/has-flag,Sindre Sorhus
has-symbols,1.1.0,MIT,OK,permissive,https://github.com/inspect-js/has-symbols,Jordan Harband
has-tostringtag,1.0.2,MIT,OK,permissive,https://github.com/inspect-js/has-tostringtag,Jordan Harband
hashery,1.5.1,MIT,OK,permissive,https://github.com/jaredwray/hashery,Jared Wray
hasown,2.0.4,MIT,OK,permissive,https://github.com/inspect-js/hasOwn,Jordan Harband
hookified,1.15.1,MIT,OK,permissive,https://github.com/jaredwray/hookified,Jared Wray
hookified,2.2.0,MIT,OK,permissive,https://github.com/jaredwray/hookified,Jared Wray
html-encoding-sniffer,7.0.0,MIT,OK,permissive,https://github.com/jsdom/html-encoding-sniffer,Domenic Denicola
https-proxy-agent,5.0.1,MIT,OK,permissive,https://github.com/TooTallNate/node-https-proxy-agent,Nathan Rajlich
i18next-browser-languagedetector,8.2.1,MIT,OK,permissive,https://github.com/i18next/i18next-browser-languageDetector,Jan Mühlemann
i18next,25.10.10,MIT,OK,permissive,https://github.com/i18next/i18next,Jan Mühlemann
ieee754,1.2.1,BSD-3-Clause,OK,permissive,https://github.com/feross/ieee754,Feross Aboukhadijeh
ignore,5.3.2,MIT,OK,permissive,https://github.com/kaelzhang/node-ignore,kael
ignore,7.0.10,MIT,OK,permissive,https://github.com/kaelzhang/node-ignore,kael
imurmurhash,0.1.4,MIT,OK,permissive,https://github.com/jensyt/imurmurhash-js,Jens Taylor
indent-string,4.0.0,MIT,OK,permissive,https://github.com/sindresorhus/indent-string,Sindre Sorhus
inherits,2.0.4,ISC,OK,permissive,https://github.com/isaacs/inherits,
ini,1.3.8,ISC,OK,permissive,https://github.com/isaacs/ini,Isaac Z. Schlueter
is-core-module,2.17.0,MIT,OK,permissive,https://github.com/inspect-js/is-core-module,Jordan Harband
is-docker,3.0.0,MIT,OK,permissive,https://github.com/sindresorhus/is-docker,Sindre Sorhus
is-extglob,2.1.1,MIT,OK,permissive,https://github.com/jonschlinkert/is-extglob,Jon Schlinkert
is-glob,4.0.3,MIT,OK,permissive,https://github.com/micromatch/is-glob,Jon Schlinkert
is-in-ssh,1.0.0,MIT,OK,permissive,https://github.com/sindresorhus/is-in-ssh,Sindre Sorhus
is-inside-container,1.0.0,MIT,OK,permissive,https://github.com/sindresorhus/is-inside-container,Sindre Sorhus
is-interactive,1.0.0,MIT,OK,permissive,https://github.com/sindresorhus/is-interactive,Sindre Sorhus
is-obj,1.0.1,MIT,OK,permissive,https://github.com/sindresorhus/is-obj,Sindre Sorhus
is-potential-custom-element-name,1.0.1,MIT,OK,permissive,https://github.com/mathiasbynens/is-potential-custom-element-name,Mathias Bynens
is-reference,3.0.3,MIT,OK,permissive,https://github.com/Rich-Harris/is-reference,Rich Harris
is-regexp,1.0.0,MIT,OK,permissive,https://github.com/sindresorhus/is-regexp,Sindre Sorhus
is-unicode-supported,0.1.0,MIT,OK,permissive,https://github.com/sindresorhus/is-unicode-supported,Sindre Sorhus
is-url-superb,4.0.0,MIT,OK,permissive,https://github.com/sindresorhus/is-url-superb,Sindre Sorhus
is-wsl,3.1.1,MIT,OK,permissive,https://github.com/sindresorhus/is-wsl,Sindre Sorhus
isexe,2.0.0,ISC,OK,permissive,https://github.com/isaacs/isexe,Isaac Z. Schlueter
jiti,2.7.0,MIT,OK,permissive,https://github.com/unjs/jiti,
js-tokens,10.0.0,MIT,OK,permissive,https://github.com/lydell/js-tokens,Simon Lydell
js-tokens,4.0.0,MIT,OK,permissive,https://github.com/lydell/js-tokens,Simon Lydell
jsdom,30.1.1,MIT,OK,permissive,https://github.com/jsdom/jsdom,
json-schema-traverse,0.4.1,MIT,OK,permissive,https://github.com/epoberezkin/json-schema-traverse,Evgeny Poberezkin
json-stable-stringify-without-jsonify,1.0.1,MIT,OK,permissive,https://github.com/samn/json-stable-stringify,James Halliday
json5,2.2.3,MIT,OK,permissive,https://github.com/json5/json5,Aseem Kishore
keyv,5.6.0,MIT,OK,permissive,https://github.com/jaredwray/keyv,Jared Wray
kleur,4.1.5,MIT,OK,permissive,https://github.com/lukeed/kleur,Luke Edwards
knip,6.38.0,ISC,OK,permissive,https://github.com/webpro-nl/knip,Lars Kappert
known-css-properties,0.37.0,MIT,OK,permissive,https://github.com/known-css/known-css-properties,Viorel Cojocaru
levn,0.4.1,MIT,OK,permissive,https://github.com/gkz/levn,George Zahariev
lightningcss-linux-x64-gnu,1.33.0,MPL-2.0,REVIEW,weak copyleft,https://github.com/parcel-bundler/lightningcss,
lightningcss,1.33.0,MPL-2.0,REVIEW,weak copyleft,https://github.com/parcel-bundler/lightningcss,
lilconfig,2.1.0,MIT,OK,permissive,https://github.com/antonk52/lilconfig,antonk52
loadjs,4.3.0,MIT,OK,permissive,https://github.com/kubetail-org/loadjs,
locate-character,3.0.0,MIT,OK,permissive,git+https://gitlab.com/Rich-Harris/locate-character,Rich Harris
locate-path,6.0.0,MIT,OK,permissive,https://github.com/sindresorhus/locate-path,Sindre Sorhus
log-symbols,4.1.0,MIT,OK,permissive,https://github.com/sindresorhus/log-symbols,Sindre Sorhus
lru-cache,11.5.3,BlueOak-1.0.0,UNKNOWN,unrecognized license identifier: BlueOak-1.0.0,https://github.com/isaacs/node-lru-cache,Isaac Z. Schlueter
lz-string,1.5.0,MIT,OK,permissive,https://github.com/pieroxy/lz-string,pieroxy
madge,8.0.0,MIT,OK,permissive,https://github.com/pahen/madge,Patrik Henningsson
magic-string,0.30.21,MIT,OK,permissive,https://github.com/Rich-Harris/magic-string,Rich Harris
magic-string,1.4.2,MIT,OK,permissive,https://github.com/Rich-Harris/magic-string,Rich Harris
magicast,0.5.5,MIT,OK,permissive,https://github.com/unjs/magicast,
marked,18.0.14,MIT,OK,permissive,https://github.com/markedjs/marked,Christopher Jeffrey
math-intrinsics,1.1.0,MIT,OK,permissive,https://github.com/es-shims/math-intrinsics,Jordan Harband
mdn-data,2.27.1,CC0-1.0,OK,permissive,https://github.com/mdn/data,Mozilla Developer Network
mime-db,1.52.0,MIT,OK,permissive,https://github.com/jshttp/mime-db,
mime-types,2.1.35,MIT,OK,permissive,https://github.com/jshttp/mime-types,
mimic-fn,2.1.0,MIT,OK,permissive,https://github.com/sindresorhus/mimic-fn,Sindre Sorhus
min-indent,1.0.1,MIT,OK,permissive,https://github.com/thejameskyle/min-indent,James Kyle
minimatch,10.2.6,BlueOak-1.0.0,UNKNOWN,unrecognized license identifier: BlueOak-1.0.0,https://github.com/isaacs/minimatch,Isaac Z. Schlueter
minimist,1.2.8,MIT,OK,permissive,https://github.com/minimistjs/minimist,James Halliday
module-definition,6.0.2,MIT,OK,permissive,https://github.com/dependents/module-definition,Joel Kemp
module-lookup-amd,9.1.3,MIT,OK,permissive,https://github.com/dependents/node-module-lookup-amd,Joel Kemp
mri,1.2.0,MIT,OK,permissive,https://github.com/lukeed/mri,Luke Edwards
mrmime,2.0.1,MIT,OK,permissive,https://github.com/lukeed/mrmime,Luke Edwards
ms,2.1.3,MIT,OK,permissive,https://github.com/vercel/ms,
murmurhash3js-revisited,3.0.0,MIT,OK,permissive,https://github.com/cimi/murmurhash3js-revisited,Karan Lyons
nanoid,3.3.19,MIT,OK,permissive,https://github.com/ai/nanoid,Andrey Sitnik
natural-compare,1.4.0,MIT,OK,permissive,https://github.com/litejs/natural-compare-lite,Lauri Rooden
node-source-walk,7.0.2,MIT,OK,permissive,https://github.com/dependents/node-source-walk,Joel Kemp
obug,2.2.1,MIT,OK,permissive,https://github.com/sxzz/obug,Kevin Deng
onetime,5.1.2,MIT,OK,permissive,https://github.com/sindresorhus/onetime,Sindre Sorhus
